cell_x,cell_y,center_lat,center_lon,count,grid_id
2595,15519,12.97751039628483,77.59746782352941,323,2595_15519
2604,15518,13.022433697160885,77.59243342271293,317,2604_15518
2602,15518,13.012586653968254,77.59249171428571,315,2602_15518
2604,15519,13.022342904458599,77.59743156369426,314,2604_15519
2593,15519,12.9675911414791,77.59757821221865,311,2593_15519
2588,15524,12.942483453376205,77.62257590353697,311,2588_15524
2586,15524,12.932430823151126,77.6224021414791,311,2586_15524
2594,15518,12.972342713826366,77.59255598070739,311,2594_15518
2585,15524,12.927625883495146,77.62256495145631,309,2585_15524
2587,15525,12.937464795454545,77.6275666396104,308,2587_15525
2603,15518,13.017600534201954,77.59245524755701,307,2603_15518
2587,15523,12.937579488599349,77.61742305211726,307,2587_15523
2588,15523,12.942448827118643,77.61742018305084,295,2588_15523
2586,15523,12.93258931292517,77.61737639115645,294,2586_15523
2593,15517,12.967493774744028,77.58731426279863,293,2593_15517
2595,15517,12.977482722602739,77.58759969863013,292,2595_15517
2585,15525,12.92755067353952,77.627421,291,2585_15525
2593,15518,12.967524813793103,77.59229829655172,290,2593_15518
2604,15520,13.022701128472223,77.60237357291666,288,2604_15520
2595,15518,12.977587874125874,77.59257710839161,286,2595_15518
2593,15520,12.967470270175438,77.60239614035088,285,2593_15520
2586,15525,12.932578074204946,77.62748837102474,283,2586_15525
2603,15519,13.017523936170212,77.59752667021276,282,2603_15519
2594,15519,12.972380896797153,77.59741244128114,281,2594_15519
2603,15520,13.017381992882562,77.60247530960854,281,2603_15520
2587,15526,12.937587085714284,77.63225024642857,280,2587_15526
2587,15524,12.93760929390681,77.62255300358423,279,2587_15524
2602,15519,13.012646669064749,77.59756011151079,278,2602_15519
2585,15523,12.927634187725632,77.61756011913357,277,2585_15523
2594,15517,12.972722368231048,77.58746192418774,277,2594_15517
2588,15525,12.942544390977444,77.62746660150376,266,2588_15525
2602,15520,13.012443788679244,77.60249708679245,265,2602_15520
2594,15520,12.972420875,77.60231904924242,264,2594_15520
2585,15526,12.92761462890625,77.63224629296874,256,2585_15526
2595,15520,12.977450453125,77.6022883359375,256,2595_15520
2601,15519,13.007941118577074,77.59761526482212,253,2601_15519
2601,15518,13.007717685258964,77.5923514063745,251,2601_15518
2601,15520,13.007790924,77.60248251600001,250,2601_15520
2586,15526,12.932361338709677,77.63226022580645,248,2586_15526
2588,15526,12.942326209876542,77.63209430864197,243,2588_15526
2592,15519,12.963343837438423,77.59748051724138,203,2592_15519
2592,15518,12.9633123622449,77.59244545918368,196,2592_15518
2592,15517,12.963284835897435,77.58755579487179,195,2592_15517
2592,15520,12.963341,77.6024249516129,186,2592_15520
2602,15517,13.012544644808743,77.58845085245902,183,2602_15517
2603,15517,13.01758252662722,77.58845579289941,169,2603_15517
2604,15517,13.022766705521473,77.5885389202454,163,2604_15517
2601,15517,13.007744572413793,77.58839886206897,145,2601_15517
2604,15521,13.022324022900763,77.60602516030534,131,2604_15521
2603,15521,13.01727343548387,77.6059492016129,124,2603_15521
2596,15519,12.980823589285714,77.59765067857143,112,2596_15519
2602,15521,13.012444666666667,77.60603521621623,111,2602_15521
2601,15521,13.007826870967742,77.60605102150538,93,2601_15521
2596,15517,12.98078568131868,77.58737646153847,91,2596_15517
2596,15518,12.980820444444445,77.59275452222222,90,2596_15518
2596,15520,12.98082309638554,77.60244562650603,83,2596_15520
2588,15522,12.94190613888889,77.61479738888889,36,2588_15522
2605,15519,13.025428171428572,77.59730488571428,35,2605_15519
2593,15516,12.966953,77.58469318181818,33,2593_15516
2585,15522,12.92785309090909,77.6147668181818,33,2585_15522
2605,15518,13.0252554375,77.59241850000001,32,2605_15518
2605,15520,13.02549190625,77.60306990625,32,2605_15520
2586,15522,12.932302068965518,77.61450389655172,29,2586_15522
2595,15516,12.977264620689654,77.58475672413793,29,2595_15516
2587,15522,12.9378835,77.61471957692308,26,2587_15522
2594,15516,12.972546708333333,77.58455520833333,24,2594_15516
2605,15517,13.025256523809524,77.58891561904763,21,2605_15517
2592,15516,12.963102699999999,77.58483275,20,2592_15516
2589,15524,12.9455785625,77.62202831249999,16,2589_15524
2589,15525,12.945182666666666,77.627409,15,2589_15525
2605,15521,13.026016714285715,77.60604428571428,14,2605_15521
2596,15516,12.980992909090908,77.5843950909091,11,2596_15516
2589,15523,12.945469,77.61709300000001,9,2589_15523
2589,15526,12.945689444444445,77.63253777777777,9,2589_15526
2636,15528,13.182650857142857,77.64288042857142,7,2636_15528
2630,15509,13.152286571428572,77.547672,7,2630_15509
2573,15527,12.866957285714287,77.63653085714286,7,2573_15527
2616,15501,13.083300285714285,77.50748471428571,7,2616_15501
2570,15540,12.852139142857142,77.70266328571428,7,2570_15540
2595,15528,12.97712257142857,77.64313071428572,7,2595_15528
2607,15527,13.038095666666665,77.636313,6,2607_15527
2634,15532,13.171574999999999,77.66226266666666,6,2634_15532
2619,15504,13.097568166666667,77.52284133333333,6,2619_15504
2632,15540,13.1622985,77.70188783333333,6,2632_15540
2603,15504,13.017767999999998,77.52254383333333,6,2603_15504
2638,15509,13.191465333333333,77.548422,6,2638_15509
2579,15537,12.897806833333334,77.68747466666666,6,2579_15537
2594,15525,12.972098166666667,77.62741133333333,6,2594_15525
2622,15529,13.1118485,77.64663566666667,6,2622_15529
2599,15520,12.997307166666667,77.60242099999999,6,2599_15520
2612,15512,13.062133166666667,77.562366,6,2612_15512
2574,15548,12.8735285,77.7412905,6,2574_15548
2586,15519,12.932566166666668,77.59693016666667,6,2586_15519
2587,15505,12.937739333333333,77.527295,6,2587_15505
2598,15514,12.991868833333333,77.573165,6,2598_15514
2579,15543,12.896700000000001,77.71723183333334,6,2579_15543
2622,15531,13.111856000000001,77.65637316666667,6,2622_15531
2629,15548,13.147176833333333,77.74284116666666,6,2629_15548
2600,15530,13.002622166666667,77.65225966666667,6,2600_15530
2593,15537,12.967825333333332,77.68728066666667,6,2593_15537
2592,15507,12.962012333333334,77.53740333333333,6,2592_15507
2604,15524,13.022828833333334,77.62299066666667,6,2604_15524
2614,15513,13.072082333333332,77.568729,6,2614_15513
2602,15536,13.01188,77.6821098,5,2602_15536
2578,15507,12.8921686,77.5367164,5,2578_15507
2578,15540,12.8908314,77.70297760000001,5,2578_15540
2602,15525,13.013043,77.62721719999999,5,2602_15525
2582,15509,12.912651399999998,77.547518,5,2582_15509
2605,15528,13.0274872,77.644044,5,2605_15528
2580,15548,12.9032018,77.7429672,5,2580_15548
2619,15514,13.097275199999999,77.57325560000001,5,2619_15514
2619,15513,13.097909999999999,77.56855900000001,5,2619_15513
2613,15539,13.0678008,77.6987742,5,2613_15539
2632,15528,13.1631328,77.6430886,5,2632_15528
2606,15541,13.0325576,77.70804559999999,5,2606_15541
2621,15539,13.1070844,77.6962986,5,2621_15539
2625,15531,13.1269202,77.6578912,5,2625_15531
2614,15504,13.0723106,77.5216862,5,2614_15504
2613,15514,13.067360400000002,77.57191159999999,5,2613_15514
2593,15539,12.9683502,77.6973876,5,2593_15539
2574,15517,12.8735614,77.5867126,5,2574_15517
2616,15547,13.0821546,77.7364606,5,2616_15547
2618,15523,13.0917452,77.6189122,5,2618_15523
2592,15512,12.962386200000001,77.56249820000001,5,2592_15512
2639,15507,13.197091599999998,77.5368888,5,2639_15507
2639,15510,13.197545400000001,77.5533308,5,2639_15510
2628,15516,13.141848999999999,77.583087,5,2628_15516
2628,15517,13.141710799999998,77.5887142,5,2628_15517
2635,15519,13.178152399999998,77.5971256,5,2635_15519
2618,15530,13.0925442,77.6518514,5,2618_15530
2601,15537,13.008456200000001,77.68688979999999,5,2601_15537
2601,15544,13.0079198,77.72121560000001,5,2601_15544
2611,15500,13.058193,77.5024558,5,2611_15500
2632,15515,13.161674999999999,77.5762374,5,2632_15515
2588,15530,12.9425434,77.65078659999999,5,2588_15530
2616,15517,13.0818432,77.5875684,5,2616_15517
2611,15540,13.0573318,77.70151080000001,5,2611_15540
2611,15541,13.056571199999999,77.7077654,5,2611_15541
2589,15500,12.947925000000001,77.50169980000001,5,2589_15500
2618,15510,13.0918108,77.553,5,2618_15510
2596,15510,12.982527200000002,77.5523688,5,2596_15510
2617,15547,13.086923000000002,77.7366086,5,2617_15547
2583,15531,12.917270400000001,77.657471,5,2583_15531
2601,15531,13.0083382,77.6585984,5,2601_15531
2601,15505,13.0091274,77.526077,5,2601_15505
2616,15522,13.082062400000002,77.61291100000001,5,2616_15522
2574,15505,12.8720372,77.5281538,5,2574_15505
2583,15532,12.917836,77.6629068,5,2583_15532
2610,15532,13.0527522,77.66380360000001,5,2610_15532
2637,15541,13.188071400000002,77.7073986,5,2637_15541
2587,15531,12.936498,77.6575742,5,2587_15531
2587,15536,12.936963600000002,77.682782,5,2587_15536
2626,15503,13.1324674,77.517573,5,2626_15503
2594,15541,12.973808600000002,77.70868759999999,5,2594_15541
2624,15511,13.1232178,77.55741,5,2624_15511
2631,15510,13.1579116,77.5522108,5,2631_15510
2600,15534,13.0025034,77.671436,5,2600_15534
2584,15534,12.923149200000001,77.6715864,5,2584_15534
2610,15517,13.0525676,77.5878524,5,2610_15517
2623,15517,13.117244199999998,77.587532,5,2623_15517
2624,15547,13.1226084,77.73768340000001,5,2624_15547
2596,15549,12.9838662,77.7456866,5,2596_15549
2630,15508,13.152490599999998,77.5432914,5,2630_15508
2617,15527,13.0878196,77.6382352,5,2617_15527
2586,15501,12.9323898,77.5076334,5,2586_15501
2598,15522,12.9928764,77.6119892,5,2598_15522
2624,15526,13.122809999999998,77.6323474,5,2624_15526
2593,15548,12.9668364,77.7416758,5,2593_15548
2609,15528,13.046071399999999,77.64170859999999,5,2609_15528
2586,15537,12.932768999999999,77.6878014,5,2586_15537
2586,15545,12.9321528,77.7278374,5,2586_15545
2630,15528,13.152457799999999,77.6422106,5,2630_15528
2624,15516,13.1225536,77.58305440000001,5,2624_15516
2617,15539,13.088146799999999,77.6985704,5,2617_15539
2609,15508,13.047601,77.54260459999999,5,2609_15508
2623,15522,13.117728600000001,77.6124446,5,2623_15522
2592,15542,12.962488200000001,77.713049,5,2592_15542
2639,15529,13.1979634,77.647217,5,2639_15529
2611,15536,13.0582326,77.68264239999999,5,2611_15536
2620,15505,13.102265,77.5278624,5,2620_15505
2627,15501,13.1374198,77.50654979999999,5,2627_15501
2613,15530,13.0667756,77.652222,5,2613_15530
2615,15522,13.076823200000002,77.6126988,5,2615_15522
2570,15533,12.8529226,77.66794519999999,5,2570_15533
2634,15504,13.17109425,77.52267975000001,4,2634_15504
2605,15507,13.02699325,77.5380925,4,2605_15507
2580,15534,12.9023585,77.67038775,4,2580_15534
2604,15533,13.02349675,77.6677545,4,2604_15533
2571,15527,12.857473500000001,77.6377785,4,2571_15527
2613,15517,13.06771475,77.58839975000001,4,2613_15517
2639,15549,13.19855175,77.747323,4,2639_15549
2639,15512,13.197273249999999,77.56217025,4,2639_15512
2627,15502,13.13768975,77.51403450000001,4,2627_15502
2615,15518,13.0767645,77.59037725,4,2615_15518
2615,15529,13.076803,77.64821325,4,2615_15529
2639,15522,13.197567750000001,77.611539,4,2639_15522
2639,15534,13.19856025,77.6720345,4,2639_15534
2592,15527,12.96169275,77.63743025,4,2592_15527
2593,15501,12.967481,77.50834025,4,2593_15501
2639,15516,13.196374500000001,77.581312,4,2639_15516
2571,15526,12.85628025,77.63206925,4,2571_15526
2639,15527,13.1974695,77.63753725000001,4,2639_15527
2590,15507,12.9528445,77.53825,4,2590_15507
2587,15521,12.93743675,77.60701675,4,2587_15521
2586,15516,12.93269875,77.58256025,4,2586_15516
2624,15527,13.122461,77.63774599999999,4,2624_15527
2624,15532,13.121481,77.6618665,4,2624_15532
2597,15514,12.98750625,77.57119374999999,4,2597_15514
2575,15512,12.877597,77.5645365,4,2575_15512
2617,15508,13.0877175,77.54340575,4,2617_15508
2609,15537,13.04736225,77.68668425,4,2609_15537
2609,15539,13.0478135,77.69733375,4,2609_15539
2610,15504,13.051744750000001,77.52314325,4,2610_15504
2586,15548,12.93102125,77.74283475,4,2586_15548
2586,15505,12.932244,77.527168,4,2586_15505
2597,15537,12.98663775,77.68788825,4,2597_15537
2598,15500,12.9920785,77.501233,4,2598_15500
2598,15503,12.992687499999999,77.5182245,4,2598_15503
2636,15534,13.1825565,77.67319925,4,2636_15534
2617,15536,13.0864725,77.68287125,4,2617_15536
2608,15549,13.0420055,77.747826,4,2608_15549
2630,15536,13.15294775,77.68285850000001,4,2630_15536
2630,15540,13.152706,77.70263800000001,4,2630_15540
2598,15513,12.993215,77.566791,4,2598_15513
2636,15526,13.1833165,77.63191775,4,2636_15526
2575,15548,12.8764115,77.7416495,4,2575_15548
2617,15520,13.08728,77.601313,4,2617_15520
2608,15530,13.042168,77.65129375,4,2608_15530
2608,15539,13.04181,77.69618125,4,2608_15539
2608,15542,13.043109999999999,77.7132215,4,2608_15542
2636,15504,13.18260625,77.5220965,4,2636_15504
2599,15527,12.99723075,77.6371915,4,2599_15527
2576,15509,12.881253,77.54921775,4,2576_15509
2608,15518,13.04396675,77.59304125,4,2608_15518
2630,15522,13.151578,77.61149524999999,4,2630_15522
2630,15523,13.1541925,77.6171745,4,2630_15523
2626,15526,13.133479,77.632532,4,2626_15526
2590,15539,12.952666,77.69843625,4,2590_15539
2589,15545,12.94710225,77.72778699999999,4,2589_15545
2628,15544,13.1423335,77.72148075,4,2628_15544
2594,15536,12.97307475,77.6829455,4,2594_15536
2629,15506,13.14701875,77.533287,4,2629_15506
2572,15517,12.86273675,77.58675,4,2572_15517
2612,15519,13.062487,77.596378,4,2612_15519
2617,15528,13.087447749999999,77.64257625,4,2617_15528
2576,15521,12.88196725,77.60763725,4,2576_15521
2576,15527,12.882376,77.636965,4,2576_15527
2576,15529,12.8834335,77.64812875,4,2576_15529
2584,15520,12.92180825,77.601911,4,2584_15520
2585,15512,12.928401000000001,77.564607,4,2585_15512
2623,15542,13.11725275,77.7118595,4,2623_15542
2600,15546,13.00217375,77.733481,4,2600_15546
2622,15519,13.11447775,77.597373,4,2622_15519
2599,15540,12.99710275,77.7031165,4,2599_15540
2599,15542,12.9978935,77.71312175,4,2599_15542
2587,15537,12.937597,77.6881575,4,2587_15537
2625,15517,13.12678025,77.58760975,4,2625_15517
2625,15506,13.12711175,77.53210375,4,2625_15506
2596,15548,12.98241025,77.74207275,4,2596_15548
2630,15529,13.15254375,77.6483875,4,2630_15529
2637,15508,13.1873085,77.542975,4,2637_15508
2574,15530,12.8743395,77.652104,4,2574_15530
2637,15518,13.1878345,77.59115625,4,2637_15518
2574,15544,12.873341499999999,77.722255,4,2574_15544
2584,15537,12.92234125,77.68755924999999,4,2584_15537
2584,15542,12.923339,77.71243100000001,4,2584_15542
2599,15515,12.997052499999999,77.57857849999999,4,2599_15515
2599,15504,12.99584475,77.52320175,4,2599_15504
2599,15505,12.99784025,77.5259315,4,2599_15505
2601,15532,13.00658675,77.66249024999999,4,2601_15532
2583,15518,12.91783525,77.59244625,4,2583_15518
2588,15515,12.94159475,77.57713,4,2588_15515
2637,15533,13.18663575,77.66660999999999,4,2637_15533
2574,15532,12.87245575,77.66162575,4,2574_15532
2574,15543,12.87282225,77.71801625,4,2574_15543
2616,15549,13.08314775,77.74789025,4,2616_15549
2610,15510,13.05227225,77.5526485,4,2610_15510
2610,15516,13.0524255,77.5826035,4,2610_15516
2601,15515,13.0087115,77.57723625,4,2601_15515
2601,15516,13.0082645,77.58131575,4,2601_15516
2618,15505,13.0935215,77.52795599999999,4,2618_15505
2635,15545,13.177113,77.728583,4,2635_15545
2618,15526,13.0934025,77.632734,4,2618_15526
2594,15529,12.973818000000001,77.6479435,4,2594_15529
2571,15500,12.856630249999998,77.5010055,4,2571_15500
2571,15537,12.857351999999999,77.686309,4,2571_15537
2615,15541,13.0766815,77.70798024999999,4,2615_15541
2572,15508,12.8623555,77.54272975,4,2572_15508
